Sample in Buffer,Sample in Window,TRIGGER,ap_done_OBUF,frame_out1_pixel_d0[95:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,BINARY
1582,1582,0,0,000000000000000000000000010101100000000000000000000000000101011000000000000000000000000001010110
1583,1583,0,0,000000000000000000000000001111000000000000000000000000000011110000000000000000000000000000111100
1584,1584,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1585,1585,0,0,000000000000000000000000001100100000000000000000000000000011001000000000000000000000000000110010
1586,1586,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1587,1587,0,0,000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010000
1588,1588,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1589,1589,0,0,000000000000000000000000011011100000000000000000000000000110111000000000000000000000000001101110
1590,1590,0,0,000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000000
1591,1591,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1592,1592,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1593,1593,0,0,000000000000000000000000100001100000000000000000000000001000011000000000000000000000000010000110
1594,1594,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1595,1595,0,0,000000000000000000000000011010100000000000000000000000000110101000000000000000000000000001101010
1596,1596,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1597,1597,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1598,1598,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1599,1599,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1600,1600,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1601,1601,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1602,1602,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1603,1603,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1604,1604,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1605,1605,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1606,1606,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1607,1607,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1608,1608,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1609,1609,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1610,1610,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1611,1611,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1612,1612,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1613,1613,0,0,000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011000000
1614,1614,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1615,1615,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1616,1616,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1617,1617,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1618,1618,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1619,1619,0,0,000000000000000000000000011110000000000000000000000000000111100000000000000000000000000001111000
1620,1620,0,0,000000000000000000000000101101000000000000000000000000001011010000000000000000000000000010110100
1621,1621,0,0,000000000000000000000000111010000000000000000000000000001110100000000000000000000000000011101000
1622,1622,0,0,000000000000000000000000110111100000000000000000000000001101111000000000000000000000000011011110
1623,1623,0,0,000000000000000000000000101101000000000000000000000000001011010000000000000000000000000010110100
1624,1624,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1625,1625,0,0,000000000000000000000000000111100000000000000000000000000001111000000000000000000000000000011110
1626,1626,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1627,1627,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1628,1628,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1629,1629,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1630,1630,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1631,1631,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1632,1632,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1633,1633,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1634,1634,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1635,1635,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1636,1636,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1637,1637,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1638,1638,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1639,1639,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1640,1640,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1641,1641,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1642,1642,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1643,1643,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1644,1644,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1645,1645,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1646,1646,0,0,000000000000000000000000000101000000000000000000000000000001010000000000000000000000000000010100
1647,1647,0,0,000000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011000
1648,1648,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1649,1649,0,0,000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100000
1650,1650,0,0,000000000000000000000000001110100000000000000000000000000011101000000000000000000000000000111010
1651,1651,0,0,000000000000000000000000011010100000000000000000000000000110101000000000000000000000000001101010
1652,1652,0,0,000000000000000000000000001110100000000000000000000000000011101000000000000000000000000000111010
1653,1653,0,0,000000000000000000000000011110000000000000000000000000000111100000000000000000000000000001111000
1654,1654,0,0,000000000000000000000000010000100000000000000000000000000100001000000000000000000000000001000010
1655,1655,0,0,000000000000000000000000011100100000000000000000000000000111001000000000000000000000000001110010
1656,1656,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1657,1657,0,0,000000000000000000000000010110000000000000000000000000000101100000000000000000000000000001011000
1658,1658,0,0,000000000000000000000000010010100000000000000000000000000100101000000000000000000000000001001010
1659,1659,0,0,000000000000000000000000000110100000000000000000000000000001101000000000000000000000000000011010
1660,1660,0,0,000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000
1661,1661,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1662,1662,0,0,000000000000000000000000001101100000000000000000000000000011011000000000000000000000000000110110
1663,1663,0,0,000000000000000000000000010000100000000000000000000000000100001000000000000000000000000001000010
1664,1664,0,0,000000000000000000000000011101100000000000000000000000000111011000000000000000000000000001110110
1665,1665,0,0,000000000000000000000000011001000000000000000000000000000110010000000000000000000000000001100100
1666,1666,0,0,000000000000000000000000001111000000000000000000000000000011110000000000000000000000000000111100
1667,1667,0,0,000000000000000000000000011000100000000000000000000000000110001000000000000000000000000001100010
1668,1668,0,0,000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010000
1669,1669,0,0,000000000000000000000000010000100000000000000000000000000100001000000000000000000000000001000010
1670,1670,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1671,1671,0,0,000000000000000000000000110001100000000000000000000000001100011000000000000000000000000011000110
1672,1672,0,0,000000000000000000000000100010000000000000000000000000001000100000000000000000000000000010001000
1673,1673,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1674,1674,0,0,000000000000000000000000000101100000000000000000000000000001011000000000000000000000000000010110
1675,1675,0,0,000000000000000000000000101101000000000000000000000000001011010000000000000000000000000010110100
1676,1676,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1677,1677,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1678,1678,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1679,1679,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1680,1680,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1681,1681,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1682,1682,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1683,1683,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1684,1684,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1685,1685,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1686,1686,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1687,1687,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1688,1688,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1689,1689,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1690,1690,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1691,1691,0,0,000000000000000000000000010110000000000000000000000000000101100000000000000000000000000001011000
1692,1692,0,0,000000000000000000000000100010000000000000000000000000001000100000000000000000000000000010001000
1693,1693,0,0,000000000000000000000000011001000000000000000000000000000110010000000000000000000000000001100100
1694,1694,0,0,000000000000000000000000011110100000000000000000000000000111101000000000000000000000000001111010
1695,1695,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1696,1696,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1697,1697,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1698,1698,0,0,000000000000000000000000111001000000000000000000000000001110010000000000000000000000000011100100
1699,1699,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1700,1700,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1701,1701,0,0,000000000000000000000000111011100000000000000000000000001110111000000000000000000000000011101110
1702,1702,0,0,000000000000000000000000010010100000000000000000000000000100101000000000000000000000000001001010
1703,1703,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1704,1704,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1705,1705,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1706,1706,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1707,1707,0,0,000000000000000000000000000110100000000000000000000000000001101000000000000000000000000000011010
1708,1708,0,0,000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010000
1709,1709,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1710,1710,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1711,1711,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1712,1712,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1713,1713,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1714,1714,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1715,1715,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1716,1716,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1717,1717,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1718,1718,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1719,1719,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1720,1720,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1721,1721,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1722,1722,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1723,1723,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1724,1724,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1725,1725,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1726,1726,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1727,1727,0,0,000000000000000000000000001010000000000000000000000000000010100000000000000000000000000000101000
1728,1728,0,0,000000000000000000000000010101000000000000000000000000000101010000000000000000000000000001010100
1729,1729,0,0,000000000000000000000000010101100000000000000000000000000101011000000000000000000000000001010110
1730,1730,0,0,000000000000000000000000010011000000000000000000000000000100110000000000000000000000000001001100
1731,1731,0,0,000000000000000000000000011101100000000000000000000000000111011000000000000000000000000001110110
1732,1732,0,0,000000000000000000000000010111100000000000000000000000000101111000000000000000000000000001011110
1733,1733,0,0,000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010000
1734,1734,0,0,000000000000000000000000010011100000000000000000000000000100111000000000000000000000000001001110
1735,1735,0,0,000000000000000000000000011101100000000000000000000000000111011000000000000000000000000001110110
1736,1736,0,0,000000000000000000000000010010000000000000000000000000000100100000000000000000000000000001001000
1737,1737,0,0,000000000000000000000000001110100000000000000000000000000011101000000000000000000000000000111010
1738,1738,0,0,000000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011000
1739,1739,0,0,000000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011000
1740,1740,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1741,1741,0,0,000000000000000000000000010100100000000000000000000000000101001000000000000000000000000001010010
1742,1742,0,0,000000000000000000000000010111000000000000000000000000000101110000000000000000000000000001011100
1743,1743,0,0,000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100000
1744,1744,0,0,000000000000000000000000010101100000000000000000000000000101011000000000000000000000000001010110
1745,1745,0,0,000000000000000000000000011001100000000000000000000000000110011000000000000000000000000001100110
1746,1746,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1747,1747,0,0,000000000000000000000000000101100000000000000000000000000001011000000000000000000000000000010110
1748,1748,0,0,000000000000000000000000001111100000000000000000000000000011111000000000000000000000000000111110
1749,1749,0,0,000000000000000000000000000101100000000000000000000000000001011000000000000000000000000000010110
1750,1750,0,0,000000000000000000000000000110100000000000000000000000000001101000000000000000000000000000011010
1751,1751,0,0,000000000000000000000000111000100000000000000000000000001110001000000000000000000000000011100010
1752,1752,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1753,1753,0,0,000000000000000000000000111100100000000000000000000000001111001000000000000000000000000011110010
1754,1754,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1755,1755,0,0,000000000000000000000000010111100000000000000000000000000101111000000000000000000000000001011110
1756,1756,0,0,000000000000000000000000000101100000000000000000000000000001011000000000000000000000000000010110
1757,1757,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1758,1758,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1759,1759,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1760,1760,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1761,1761,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1762,1762,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1763,1763,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1764,1764,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1765,1765,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1766,1766,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1767,1767,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1768,1768,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1769,1769,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1770,1770,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1771,1771,0,0,000000000000000000000000010001100000000000000000000000000100011000000000000000000000000001000110
1772,1772,0,0,000000000000000000000000011001000000000000000000000000000110010000000000000000000000000001100100
1773,1773,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1774,1774,0,0,000000000000000000000000110011100000000000000000000000001100111000000000000000000000000011001110
1775,1775,0,0,000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010000000
1776,1776,0,0,000000000000000000000000010011100000000000000000000000000100111000000000000000000000000001001110
1777,1777,0,0,000000000000000000000000110011100000000000000000000000001100111000000000000000000000000011001110
1778,1778,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1779,1779,0,0,000000000000000000000000011110000000000000000000000000000111100000000000000000000000000001111000
1780,1780,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1781,1781,0,0,000000000000000000000000111011000000000000000000000000001110110000000000000000000000000011101100
1782,1782,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1783,1783,0,0,000000000000000000000000010001000000000000000000000000000100010000000000000000000000000001000100
1784,1784,0,0,000000000000000000000000001000100000000000000000000000000010001000000000000000000000000000100010
1785,1785,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1786,1786,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1787,1787,0,0,000000000000000000000000000110100000000000000000000000000001101000000000000000000000000000011010
1788,1788,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1789,1789,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1790,1790,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1791,1791,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1792,1792,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1793,1793,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1794,1794,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1795,1795,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1796,1796,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1797,1797,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1798,1798,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1799,1799,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1800,1800,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1801,1801,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1802,1802,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1803,1803,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1804,1804,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1805,1805,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1806,1806,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1807,1807,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1808,1808,0,0,000000000000000000000000011011100000000000000000000000000110111000000000000000000000000001101110
1809,1809,0,0,000000000000000000000000100010000000000000000000000000001000100000000000000000000000000010001000
1810,1810,0,0,000000000000000000000000011100100000000000000000000000000111001000000000000000000000000001110010
1811,1811,0,0,000000000000000000000000001101100000000000000000000000000011011000000000000000000000000000110110
1812,1812,0,0,000000000000000000000000100010100000000000000000000000001000101000000000000000000000000010001010
1813,1813,0,0,000000000000000000000000010101000000000000000000000000000101010000000000000000000000000001010100
1814,1814,0,0,000000000000000000000000011010000000000000000000000000000110100000000000000000000000000001101000
1815,1815,0,0,000000000000000000000000000101100000000000000000000000000001011000000000000000000000000000010110
1816,1816,0,0,000000000000000000000000001011000000000000000000000000000010110000000000000000000000000000101100
1817,1817,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1818,1818,0,0,000000000000000000000000001010000000000000000000000000000010100000000000000000000000000000101000
1819,1819,0,0,000000000000000000000000010111100000000000000000000000000101111000000000000000000000000001011110
1820,1820,0,0,000000000000000000000000010001000000000000000000000000000100010000000000000000000000000001000100
1821,1821,0,0,000000000000000000000000001000100000000000000000000000000010001000000000000000000000000000100010
1822,1822,0,0,000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000000
1823,1823,0,0,000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100000
1824,1824,0,0,000000000000000000000000010111100000000000000000000000000101111000000000000000000000000001011110
1825,1825,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1826,1826,0,0,000000000000000000000000001010100000000000000000000000000010101000000000000000000000000000101010
1827,1827,0,0,000000000000000000000000100101100000000000000000000000001001011000000000000000000000000010010110
1828,1828,0,0,000000000000000000000000010111000000000000000000000000000101110000000000000000000000000001011100
1829,1829,0,0,000000000000000000000000011011100000000000000000000000000110111000000000000000000000000001101110
1830,1830,0,0,000000000000000000000000011011100000000000000000000000000110111000000000000000000000000001101110
1831,1831,0,0,000000000000000000000000011011000000000000000000000000000110110000000000000000000000000001101100
1832,1832,0,0,000000000000000000000000110001000000000000000000000000001100010000000000000000000000000011000100
1833,1833,0,0,000000000000000000000000101111000000000000000000000000001011110000000000000000000000000010111100
1834,1834,0,0,000000000000000000000000010001000000000000000000000000000100010000000000000000000000000001000100
1835,1835,0,0,000000000000000000000000010110000000000000000000000000000101100000000000000000000000000001011000
1836,1836,0,0,000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010000
1837,1837,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1838,1838,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1839,1839,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1840,1840,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1841,1841,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1842,1842,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1843,1843,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1844,1844,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1845,1845,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1846,1846,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1847,1847,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1848,1848,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1849,1849,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1850,1850,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1851,1851,0,0,000000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011000
1852,1852,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1853,1853,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1854,1854,0,0,000000000000000000000000001101100000000000000000000000000011011000000000000000000000000000110110
1855,1855,0,0,000000000000000000000000010010100000000000000000000000000100101000000000000000000000000001001010
1856,1856,0,0,000000000000000000000000001001100000000000000000000000000010011000000000000000000000000000100110
1857,1857,0,0,000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010000000
1858,1858,0,0,000000000000000000000000011101000000000000000000000000000111010000000000000000000000000001110100
1859,1859,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1860,1860,0,0,000000000000000000000000010111000000000000000000000000000101110000000000000000000000000001011100
1861,1861,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1862,1862,0,0,000000000000000000000000111111110000000000000000000000001111111100000000000000000000000011111111
1863,1863,0,0,000000000000000000000000001001000000000000000000000000000010010000000000000000000000000000100100
1864,1864,0,0,000000000000000000000000010010100000000000000000000000000100101000000000000000000000000001001010
1865,1865,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1866,1866,0,0,000000000000000000000000000110100000000000000000000000000001101000000000000000000000000000011010
1867,1867,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1868,1868,0,0,000000000000000000000000000100100000000000000000000000000001001000000000000000000000000000010010
1869,1869,0,0,000000000000000000000000000101000000000000000000000000000001010000000000000000000000000000010100
1870,1870,0,0,000000000000000000000000000101000000000000000000000000000001010000000000000000000000000000010100
1871,1871,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1872,1872,0,0,000000000000000000000000000011100000000000000000000000000000111000000000000000000000000000001110
1873,1873,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1874,1874,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1875,1875,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1876,1876,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1877,1877,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1878,1878,0,0,000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010
1879,1879,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1880,1880,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1881,1881,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1882,1882,0,0,000000000000000000000000000001100000000000000000000000000000011000000000000000000000000000000110
1883,1883,0,0,000000000000000000000000000011000000000000000000000000000000110000000000000000000000000000001100
1884,1884,0,0,000000000000000000000000000010100000000000000000000000000000101000000000000000000000000000001010
1885,1885,0,0,000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000
1886,1886,0,0,000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100
1887,1887,0,0,000000000000000000000000001111100000000000000000000000000011111000000000000000000000000000111110
1888,1888,0,0,000000000000000000000000011001100000000000000000000000000110011000000000000000000000000001100110
1889,1889,0,0,000000000000000000000000110010100000000000000000000000001100101000000000000000000000000011001010
1890,1890,0,0,000000000000000000000000010111000000000000000000000000000101110000000000000000000000000001011100
1891,1891,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
1892,1892,0,0,000000000000000000000000010110000000000000000000000000000101100000000000000000000000000001011000
1893,1893,0,0,000000000000000000000000001111100000000000000000000000000011111000000000000000000000000000111110
1894,1894,0,0,000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000100000
1895,1895,0,0,000000000000000000000000001010100000000000000000000000000010101000000000000000000000000000101010
1896,1896,0,0,000000000000000000000000100010100000000000000000000000001000101000000000000000000000000010001010
1897,1897,0,0,000000000000000000000000100100100000000000000000000000001001001000000000000000000000000010010010
1898,1898,0,0,000000000000000000000000101001000000000000000000000000001010010000000000000000000000000010100100
1899,1899,0,0,000000000000000000000000011011000000000000000000000000000110110000000000000000000000000001101100
1900,1900,0,0,000000000000000000000000010101100000000000000000000000000101011000000000000000000000000001010110
1901,1901,0,0,000000000000000000000000000111000000000000000000000000000001110000000000000000000000000000011100
1902,1902,0,0,000000000000000000000000010001000000000000000000000000000100010000000000000000000000000001000100
1903,1903,0,0,000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000010000
1904,1904,0,0,000000000000000000000000001101000000000000000000000000000011010000000000000000000000000000110100
